FishID,DO,Mass,Length,Condition Factor,Catchability ,bodyL,bodyW,eyeH,headH,caudalW,a,b,c,body ratio,head ratio,caudal ratio,head angle,BlueMean,GreenMean,RedMean,BlueStdDev,GreenStdDev,RedStdDev,BlueMin,GreenMin,RedMin,BlueMax,GreenMax,RedMax,Marks
94,15,1.52,60,0.703703704,2,166.7213244,31.78049716,6.32455532,25.96150997,21.09502311,25.55386468,20.22374842,25.96150997,0.19062047,0.243612769,0.126528644,67.95153874,92.78277778,88.93611111,79.80922222,8.451888889,10.92833333,15.63255556,81.22222222,73.33333333,55.66666667,109.1111111,109.8888889,107.7777778,9
95,14.1,3.09,76,0.70391092,2,210.9502311,44.55333882,8.544003745,30.8058436,25.3179778,24.20743687,24.59674775,30.8058436,0.211203081,0.277350098,0.120018725,78.27488798,99.41775,103.69275,99.279125,9.278,11.060875,13.507125,83.875,84.25,73.375,120.875,127.625,127.125,8
96,14,2.21,67,0.734797831,2,191.0628169,38.07886553,9.055385138,26.47640459,22.36067977,22.6715681,21.9317122,26.47640459,0.199300241,0.342017176,0.117033132,72.80407969,93.9091,95.8275,86.9979,9.2461,12.1461,17.6009,79.5,76.2,53,113.8,121.8,122.9,10
97,13.9,2.27,67,0.754747093,2,187.0721786,40.19950248,5.099019514,28.16025568,21.21320344,23.02172887,18.35755975,28.16025568,0.214887659,0.181071492,0.113395822,84.97740882,87.1715,87.017875,85.54175,8.739625,11.453625,16.59025,74.75,70.625,61.375,104.125,108.625,115.5,8
98,13.9,5,87,0.759297983,2,244.5914962,51.03920062,11,33.06055051,26.07680962,30.47950131,28.17800561,33.06055051,0.208671198,0.332722832,0.106613721,68.48351853,97.6314,94.3665,99.3716,8.4361,10.9298,14.16,84.8,78,75.5,124.9,130.2,145.6,10
99,13.6,2.94,70,0.857142857,2,195.6553092,45.39823785,6.08276253,28.16025568,23.34523506,24.8394847,21.02379604,28.16025568,0.23203172,0.216005231,0.119318178,75.2452684,86.79277778,85.568,76.31622222,7.685222222,9.979444444,15.78366667,74,68.77777778,47.22222222,101.3333333,104.3333333,104.5555556,9
100,13.6,2.23,64,0.85067749,2,177.2484133,38.11823711,7,25,19.02629759,22.8035085,15.65247584,25,0.215055449,0.28,0.107342555,78.69006753,84.29,84.48033333,82.13833333,7.211333333,9.344333333,14.34033333,72,68.22222222,55,97.77777778,101.3333333,108,9
101,13.5,4.78,86,0.751506157,2,239.1087619,46.5295605,9,30,24.73863375,29.73213749,21.54065923,30,0.194595799,0.3,0.103461845,69.52772048,109.5935556,107.925,101.7823333,7.688333333,9.656444444,12.29466667,96.33333333,90.77777778,76.77777778,128.3333333,132,130.5555556,9
102,13.2,2.2,67,0.731472954,2,185.3105502,35.22782991,7,26,18.43908891,24.8394847,17.4642492,26,0.190101588,0.269230769,0.099503719,73.52847018,74.636875,78.28475,70.1065,9.062125,11.820625,17.101625,62.25,62,42.625,94.25,103.5,104,8
103,12.1,1.98,62,0.830787822,2,171.4934401,34.23448554,7.071067812,26,16.03121954,22.02271555,16.64331698,26,0.199625627,0.271964147,0.093480074,83.26276642,78.94077778,77.58533333,68.18633333,8.334555556,11.02911111,16.743,67,61.77777778,42.77777778,95.33333333,100,99.77777778,9
104,20.7,1.09,55,0.655146506,3,159.0503065,28,7.071067812,23,16.2788206,19.10497317,15.8113883,23,0.17604493,0.307437731,0.102350137,81.81624993,73.57985714,71.05342857,55.68942857,5.922857143,7.343428571,11.06285714,65,60.57142857,37.71428571,84,84.57142857,74.42857143,7
105,20.3,1.07,54,0.679520398,3,155.2932709,26.30589288,5.830951895,21.54065923,16.4924225,18.35755975,17.4642492,21.54065923,0.169394931,0.270695146,0.106201785,73.88276637,80.00014286,78.07057143,69.26728571,5.901714286,7.228571429,9.361428571,70.57142857,66.71428571,54.85714286,92,92.71428571,89,7
106,19.4,0.73,46,0.749979453,3,137.1021517,28.63564213,5.830951895,17.88854382,12.64911064,14.4222051,16.4924225,17.88854382,0.20886355,0.32596012,0.092260482,70.34617594,87.708,84.01,75.883,3.8065,5.2745,5.2045,82,78.5,70.5,95.5,96,89,2
107,19.3,3.23,73,0.830297905,3,215.2812114,42.01190308,7,30.01666204,24.33105012,24.75883681,21.63330765,30.01666204,0.195148953,0.233203812,0.11301985,80.32664457,118.498125,113.6225,86.974125,10.184,12.016875,12.631,101.75,92.375,62,141.625,140.5,113.75,8
108,18,2.41,62,1.01121144,3,198.4943324,39.3192065,6,28.01785145,22.36067977,23.34523506,20.24845673,28.01785145,0.198087301,0.214149183,0.112651477,79.64094751,95.71633333,87.43333333,71.683,8.488222222,8.914111111,10.95944444,82.88888889,74.44444444,55.55555556,112.2222222,105.8888889,95.55555556,9
109,17.8,3.06,72,0.819830247,3,211.7663807,41.19465985,9,31.01612484,22.02271555,23.43074903,24.8394847,31.01612484,0.1945288,0.290171646,0.103995334,79.90647864,99.47244444,97.532,75.47488889,7.179222222,7.872777778,10.14666667,88.66666667,85.44444444,59.11111111,114.1111111,113.6666667,95.33333333,9
110,17.6,1.37,55,0.823441022,3,161.2761607,31.57530681,5.830951895,23.70653918,19.41648784,18.02775638,21.84032967,23.70653918,0.195784093,0.24596386,0.120392796,72.25532837,81.25922222,79.74733333,72.04077778,4.934111111,6.623777778,7.890777778,74.88888889,71.22222222,61.33333333,90.22222222,91.44444444,86.55555556,9
111,16.9,1.79,63,0.715865417,3,186.1316738,35.35533906,9.486832981,26.92582404,23.32380758,23.43074903,25.96150997,26.92582404,0.189947999,0.352332132,0.125308106,65.83667536,83.7743,81.5523,74.9382,7.8697,9.1254,11.638,71.6,67.1,55.7,99.7,100.4,98.8,10
112,16.4,1.16,58,0.594530321,3,171.2921481,28.16025568,7.615773106,24.59674775,20.61552813,17.20465053,22.47220505,24.59674775,0.164398987,0.309625207,0.120353025,75.31678025,85.1085,80.1379,72.2221,6.4893,8.0593,10.8211,76.6,70.1,58.3,95.8,93.8,90.7,10
113,16.2,1.31,56,0.7459457,3,162.1172415,28.16025568,8.062257748,22.56102835,18.24828759,19.20937271,18.38477631,22.56102835,0.173703028,0.357353292,0.112562288,73.7203268,90.39722222,88.85522222,73.28388889,7.599666667,9.456,11.57555556,80,75.66666667,56.55555556,104.6666667,106.4444444,94,9
114,16.2,1.82,62,0.763653452,3,178.549713,38.11823711,8.062257748,27.16615541,19.23538406,21.26029163,20.24845673,27.16615541,0.21348809,0.296775809,0.107731252,81.71931776,98.1225,93.5798,77.6718,8.5569,10.3896,12.5211,85.8,78.3,58.7,115.7,114.1,101.6,10
115,16.2,1.21,54,0.768429609,3,156.8470593,29.06888371,6.08276253,23.19482701,15.8113883,19.84943324,17.88854382,23.19482701,0.185332666,0.262246514,0.100807681,75.65066796,84.205625,83.89775,70.622125,10.882375,13.4175,17.213625,69.75,66.25,46.125,104.75,109,102.125,8
116,16.2,2.1,62,0.881138599,3,183.2730204,34.23448554,6.32455532,26.68332813,23.08679276,22.8035085,21.54065923,26.68332813,0.186795009,0.237022732,0.125969402,73.92642584,91.50977778,83.10488889,62.34988889,9.939222222,12.688,14.56533333,78.88888889,66.55555556,41.77777778,113.4444444,110.5555556,93.44444444,9
117,15.8,3.16,72,0.846622085,3,211.9929244,41.19465985,8.94427191,30.3644529,20,23.02172887,24.16609195,30.3644529,0.194320919,0.294563908,0.094342771,80.06361006,82.0935,79.392,70.9847,6.4416,8.6536,11.9377,72,66.2,52,97.3,100.1,99,10
118,15.7,1.66,62,0.696519083,3,180.8977612,33.73425559,9.486832981,27.51363298,18.43908891,20.24845673,21.9317122,27.51363298,0.186482438,0.34480481,0.101930996,81.32250239,99.64645455,95.00190909,82.579,6.102818182,7.767818182,9.835545455,90.18181818,82.90909091,66.90909091,110.8181818,109.4545455,100.9090909,11
119,15.6,2.61,65,0.950386891,3,190.5911855,40.01249805,11.04536102,29.01723626,24.18677324,24.20743687,18.86796226,29.01723626,0.20993887,0.380648278,0.126903945,83.71522002,93.466625,96.22425,89.764,7.9365,9.52575,12.074625,82.125,82.875,71.125,109.875,116.375,114.375,8
120,15.6,2.62,68,0.833248524,3,199.5720421,37.33630941,9.219544457,28.44292531,19,25.8069758,21.1896201,28.44292531,0.187081863,0.324141921,0.095203716,73.75236843,106.8544444,106.3824444,87.10677778,7.815888889,9.453666667,12.82277778,94.11111111,91,65.55555556,122.3333333,124.8888889,112.5555556,9
121,15.6,1.41,55,0.847483095,3,161.697248,31,6.08276253,24.73863375,17.11724277,19.20937271,20.1246118,24.73863375,0.191716312,0.245881102,0.105859827,77.90524292,91.5593,88.301,80.02,7.0575,8.8143,11.4668,82.5,76.9,64.4,103.4,103.1,98.9,10
122,15.4,1.12,52,0.796540737,3,151.4628667,27.20294102,8.544003745,22.13594362,17.02938637,16.64331698,17.4642492,22.13594362,0.179601387,0.385978745,0.112432748,80.89415146,81.47425,78.04925,75.8405,5.79625,7.081375,9.219625,73.875,69.375,64.125,93.375,92.625,95.375,8
123,15.4,3.29,71,0.919222935,3,213.3963449,44.04543109,13.03840481,30.2654919,25.49509757,27.01851217,28.17800561,30.2654919,0.206401994,0.430801021,0.119472982,66.46542567,91.674625,91.1735,80.189375,8.555,10.124,13.59725,77.25,73.875,56.5,110.875,114.25,110.875,8
124,15.4,2.22,66,0.772184656,3,191.3765921,36.05551275,6.32455532,29.73213749,21.09502311,20.24845673,23.70653918,29.73213749,0.188400851,0.212717815,0.110227812,84.74073244,83.77,79.7265,69.1434,9.0547,11.0212,14.2384,69.6,63,46.5,101.6,101.5,97.1,10
125,15.4,2.77,67,0.920990946,3,195.1640336,44.01136217,7.280109889,29.27456234,22.13594362,21.9317122,23.02172887,29.27456234,0.225509595,0.248683817,0.113422249,81.22795499,109.674625,111.417875,93.488125,9.759625,11.454375,13.84825,96.875,96.125,73.625,130.125,135.25,120.625,8
126,14.1,4.86,85,0.791369835,3,243.1871707,53.23532662,12.04159458,35.0142828,25.49509757,33.30165161,25.07987241,35.0142828,0.218906805,0.343905219,0.104837346,72.15078846,122.8238889,123.9668889,110.043,13.15166667,15.07188889,16.10711111,101.8888889,99,80.11111111,152.8888889,160.8888889,148.4444444,9
127,13.8,3.33,73,0.856003722,3,211.8584433,47.07440918,9.486832981,31.6227766,25.17935662,24.41311123,26,31.6227766,0.222197466,0.3,0.118849909,77.62784475,83.75555556,87.20866667,87.68366667,5.8,7.629111111,9.784111111,75.33333333,76.22222222,73.11111111,99,107.5555556,113.7777778,9
128,13.8,3.7,75,0.877037037,3,219.7635093,41.97618372,9.848857802,30.46309242,24.0208243,24.59674775,23.76972865,30.46309242,0.191006159,0.323304596,0.109303061,78.05582281,76.7,81.173,78.04057143,10.65742857,13.757,16.852,62,62.14285714,53.85714286,103.8571429,116.4285714,121.5714286,7
129,13.4,1.85,60,0.856481481,3,175.846524,37.48332963,7.615773106,25.63201124,19.31320792,20.1246118,18.97366596,25.63201124,0.213159344,0.297119607,0.10982991,81.86989765,80.08528571,84.83328571,87.44885714,9.596142857,12.45014286,15.35942857,66.42857143,66.57142857,65.14285714,99,109.7142857,118,7
130,13.1,1.25,52,0.888996359,3,153.3264491,33.37663854,6.08276253,21.21320344,17,16.40121947,15.26433752,21.21320344,0.217683503,0.286744176,0.110874543,84.03891022,77.2443,79.6146,83.926,4.7828,6.431,8.3477,70.7,70.3,71.5,86.9,92.4,100.8,10
131,13.1,1.82,60,0.842592593,3,172.6759972,36.34556369,7,27.07397274,20.61552813,20.61552813,18.60107524,27.07397274,0.210484169,0.258550899,0.119388499,87.15997885,82.84166667,86.252,84.50766667,7.949333333,10.13166667,12.995,70,70,63,99,107.6666667,111.6666667,3
132,12.8,1.52,55,0.913598798,3,166.5953181,34.23448554,7.071067812,25.07987241,17.72004515,22.02271555,17.88854382,25.07987241,0.205494884,0.281941937,0.106365805,77.09259133,66.63425,66.62875,65.92575,7.263125,9.106625,11.79325,55.75,53.25,47,82.625,87.25,91.625,8
133,12.8,4.12,81,0.775250686,3,235.1276249,50.03998401,8.246211251,31.78049716,27.07397274,27.20294102,24.69817807,31.78049716,0.212820523,0.259473954,0.115145861,75.34324888,89.77711111,92.42244444,89.55033333,9.623444444,11.27788889,13.18144444,73.44444444,73.22222222,66.33333333,116,125.1111111,128.8888889,9
